Ciclo,ID_Ramo,Ramo,ID_UR,UR,ID_FIN,FIN,ID_Funcion,Funcion,ID_Subfuncion,Subfuncion,ID_AI,Actividad_Institucional,ID_Modalidad,Modalidad,ID_PP,PP,ID_OG,Objeto_Gasto,ID_TG,Tipo_Gasto,ID_FF,Fuente_Financiamiento,ID_EF,EF,ID_CC,Aprobado,Modificado,Devengado,Pagado,Adefas,Ejercicio
2015,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",127,Delegación en Chiapas,3,Desarrollo Económico,8,"Ciencia, Tecnología e Innovación",1,Investigación Científica,7,Tecnificación e innovación de las actividades del sector,S,Sujetos a Reglas de Operación,264,"Programa de Innovación, Investigación, Desarrollo Tecnológico y Educación",35501,"Mantenimiento y conservación de vehículos terrestres, aéreos, marítimos, lacustres y fluviales",7,Gasto corriente por concepto de gastos indirectos de programas de subsidios,1,Recursos fiscales,7,Chiapas,0,0.0,0.0,0.0,0.0,0.0,0.0
2015,31,Tribunales Agrarios,200,Tribunales Unitarios Agrarios,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartición de Justicia en materia agraria,E,Prestación de Servicios Públicos,1,Resolución de asuntos relativos a conflictos y controversias por la posesión y usufructo de la tierra,24301,"Cal, yeso y productos de yeso",1,Gasto corriente,1,Recursos fiscales,27,Tabasco,0,0.0,0.0,0.0,0.0,0.0,0.0
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,2,Desarrollo Social,2,Vivienda y Servicios a la Comunidad,3,Abastecimiento de Agua,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,E,Prestación de Servicios Públicos,4,Programa directo de Agua Limpia,39202,Otros impuestos y derechos,1,Gasto corriente,1,Recursos fiscales,12,Guerrero,0,0.0,3650.0,3650.0,3650.0,0.0,3650.0
2015,9,Comunicaciones y Transportes,644,Centro SCT San Luis Potosí,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,33602,Otros servicios comerciales,3,Gasto de obra pública,1,Recursos fiscales,24,San Luis Potosí,12096440004,1200.0,0.0,0.0,0.0,0.0,0.0
2015,9,Comunicaciones y Transportes,632,Centro SCT Guerrero,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,33801,Servicios de vigilancia,3,Gasto de obra pública,1,Recursos fiscales,12,Guerrero,7096320022,1000.0,1000.0,1000.0,1000.0,0.0,1000.0
2015,11,Educación Pública,L6I,Comisión Nacional de Cultura Física y Deporte,2,Desarrollo Social,4,"Recreación, Cultura y Otras Manifestaciones Sociales",1,Deporte y Recreación,9,Deporte,S,Sujetos a Reglas de Operación,204,Cultura Física,43801,Subsidios a Entidades Federativas y Municipios,1,Gasto corriente,1,Recursos fiscales,4,Campeche,0,11375498.0,19427120.0,19427120.0,19427120.0,0.0,19427120.0
2015,14,Trabajo y Previsión Social,214,Unidad de Funcionarios Conciliadores,3,Desarrollo Económico,1,"Asuntos Económicos, Comerciales y Laborales en General",2,Asuntos Laborales Generales,8,Conciliación laboral,E,Prestación de Servicios Públicos,8,Conciliación de intereses entre empleadores y sindicatos,29401,Refacciones y accesorios para equipo de cómputo y telecomunicaciones,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,4396.0,0.0,0.0,0.0,0.0,0.0
2015,9,Comunicaciones y Transportes,648,Centro SCT Tamaulipas,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,22104,Productos alimenticios para el personal en las instalaciones de las dependencias y entidades,3,Gasto de obra pública,1,Recursos fiscales,28,Tamaulipas,10096480004,14400.0,0.0,0.0,0.0,0.0,0.0
2015,46,Comisión Nacional de Hidrocarburos,210,Dirección General de Comunicación Social,3,Desarrollo Económico,3,Combustibles y Energía,2,Petróleo y Gas Natural (Hidrocarburos),3,Regulación Eficiente del Sector Energético,G,Regulación y supervisión,1,Regulación de la exploración y extracción de hidrocarburos y su recuperación,14401,Cuotas para el seguro de vida del personal civil,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,2498.0,7336.74,7336.74,7336.74,0.0,7336.74
2015,22,Instituto Nacional Electoral,200,Juntas Locales Ejecutivas,1,Gobierno,3,Coordinación de la Política de Gobierno,6,Organización de Procesos Electorales,1,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",R,Específicos,5,Actualización del padrón electoral y expedición de la credencial para votar,44501,Apoyo financiero al Comité Nacional de Supervisión y Evaluación y a la Comisión Nacional de Vigilancia locales y distritales del Registro Federal de Electores,1,Gasto corriente,1,Recursos fiscales,13,Hidalgo,0,9000.0,10982.15,10982.15,10982.15,0.0,10982.15
2015,10,Economía,182,Dirección General de Desarrollo Minero,3,Desarrollo Económico,4,"Minería, Manufacturas y Construcción",1,Extracción de Recursos Minerales excepto los Combustibles Minerales,3,"Micro, pequeñas y medianas empresas productivas y competitivas",F,Promoción y fomento,1,Promoción de la inversión en el sector minero y desarrollo de su competitividad,13201,Primas de vacaciones y dominical,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,83830.0,85605.61,85605.61,85605.61,0.0,85605.61
2015,16,Medio Ambiente y Recursos Naturales,RHQ,Comisión Nacional Forestal,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",2,Silvicultura,4,Producción y Protección Forestal,E,Prestación de Servicios Públicos,14,Programa Nacional Forestal-Protección Forestal,29401,Refacciones y accesorios para equipo de cómputo y telecomunicaciones,1,Gasto corriente,1,Recursos fiscales,26,Sonora,0,8000.0,6000.0,6000.0,6000.0,0.0,6000.0
2015,14,Trabajo y Previsión Social,311,"Dirección General de Capacitación, Adiestramiento y Productividad Laboral",3,Desarrollo Económico,1,"Asuntos Económicos, Comerciales y Laborales en General",2,Asuntos Laborales Generales,5,Instrumentación de la política Laboral,P,"Planeación, seguimiento y evaluación de políticas públicas",1,Instrumentación de la política laboral,27101,Vestuario y uniformes,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,0.0,23084.0,23084.0,23084.0,0.0,23084.0
2015,33,Aportaciones Federales para Entidades Federativas y Municipios,416,"Dirección General de Programación y Presupuesto ""A""",2,Desarrollo Social,5,Educación,1,Educación Básica,7,Fondo de Aportaciones Múltiples,I,Gasto Federalizado,7,FAM Infraestructura Educativa Básica,83104,Aportaciones federales a las entidades federativas y municipios para gastos de inversión,2,Gasto de capital diferente de obra pública,1,Recursos fiscales,7,Chiapas,0,0.0,448626115.0,448626115.0,448626115.0,0.0,448626115.0
2015,9,Comunicaciones y Transportes,642,Centro SCT Querétaro,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,33801,Servicios de vigilancia,3,Gasto de obra pública,1,Recursos fiscales,22,Querétaro,46150,7800.0,0.0,0.0,0.0,0.0,0.0
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,2,Desarrollo Social,1,Protección Ambiental,2,Administración del Agua,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,G,Regulación y supervisión,1,Administración Sustentable del Agua,33901,Subcontratación de servicios con terceros,1,Gasto corriente,1,Recursos fiscales,14,Jalisco,0,1330325.0,328802.0,328802.0,328802.0,0.0,328802.0
2015,22,Instituto Nacional Electoral,300,Juntas Distritales Ejecutivas,1,Gobierno,3,Coordinación de la Política de Gobierno,6,Organización de Procesos Electorales,1,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",R,Específicos,3,Capacitación y educación para el ejercicio democrático de la ciudadanía,44102,Gastos por servicios de traslado de personas,1,Gasto corriente,1,Recursos fiscales,7,Chiapas,0,0.0,9146.53,9146.53,9146.53,0.0,9146.53
2015,22,Instituto Nacional Electoral,300,Juntas Distritales Ejecutivas,1,Gobierno,3,Coordinación de la Política de Gobierno,6,Organización de Procesos Electorales,1,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",R,Específicos,5,Actualización del padrón electoral y expedición de la credencial para votar,31801,Servicio postal,1,Gasto corriente,1,Recursos fiscales,22,Querétaro,0,0.0,0.0,0.0,0.0,0.0,0.0
2015,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",F00,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",1,Agropecuaria,6,Elevar el ingreso de los productores y el empleo rural,S,Sujetos a Reglas de Operación,262,Programa de Comercialización y Desarrollo de Mercados,26104,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales asignados a servidores públicos",7,Gasto corriente por concepto de gastos indirectos de programas de subsidios,1,Recursos fiscales,26,Sonora,0,0.0,232684.92,232684.92,232684.92,0.0,232684.92
2015,13,Marina,211,Dirección General de Construcciones Navales,1,Gobierno,6,Seguridad Nacional,2,Marina,5,Construcción naval y modernización de unidades operativas y establecimientos navales,A,Funciones de las Fuerzas Armadas,4,"Adquisición, reparación y mantenimiento de unidades operativas y establecimientos navales",24101,Productos minerales no metálicos,1,Gasto corriente,1,Recursos fiscales,30,Veracruz,0,61448.0,144062.14,144062.14,144062.14,0.0,144062.14
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,2,Desarrollo Social,1,Protección Ambiental,2,Administración del Agua,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,G,Regulación y supervisión,10,Programa de gestión hídrica,44106,Compensaciones por servicios de carácter social,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,8032980.0,1546700.0,1546700.0,1546700.0,0.0,1546700.0
2015,9,Comunicaciones y Transportes,641,Centro SCT Puebla,3,Desarrollo Económico,6,Comunicaciones,1,Comunicaciones,8,Regulación eficiente de las comunicaciones y los transportes,P,"Planeación, seguimiento y evaluación de políticas públicas",1,Definición y conducción de la política de comunicaciones y transportes,37204,Pasajes terrestres nacionales para servidores públicos de mando en el desempeño de comisiones y funciones oficiales,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,5000.0,98.0,98.0,98.0,0.0,98.0
2015,40,Información Nacional Estadística y Geográfica,100,Instituto Nacional de Estadística y Geografía,1,Gobierno,8,Otros Servicios Generales,2,Servicios Estadísticos,1,Sistema Nacional de Información Estadística y Geográfica,P,"Planeación, seguimiento y evaluación de políticas públicas",2,Producción y difusión de información estadística y geográfica de interés nacional,31301,Servicio de agua,1,Gasto corriente,4,Ingresos Propios,20,Oaxaca,0,0.0,0.0,0.0,0.0,0.0,0.0
2015,22,Instituto Nacional Electoral,200,Juntas Locales Ejecutivas,1,Gobierno,3,Coordinación de la Política de Gobierno,6,Organización de Procesos Electorales,1,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",R,Específicos,2,Organización electoral federal,29401,Refacciones y accesorios para equipo de cómputo,1,Gasto corriente,1,Recursos fiscales,12,Guerrero,0,0.0,5000.01,5000.01,5000.01,0.0,5000.01
2015,15,"Desarrollo Agrario, Territorial y Urbano",121,Delegación Estatal en Aguascalientes,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",1,Agropecuaria,4,Ordenamiento y regularización de la propiedad rural,P,"Planeación, seguimiento y evaluación de políticas públicas",1,"Implementación de políticas enfocadas al medio agrario, territorial y urbano",32302,Arrendamiento de mobiliario,1,Gasto corriente,1,Recursos fiscales,1,Aguascalientes,0,57967.0,57967.0,57967.0,57967.0,0.0,57967.0
2015,38,Consejo Nacional de Ciencia y Tecnología,9ZW,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",1,Gobierno,3,Coordinación de la Política de Gobierno,4,Función Pública,1,Función pública y buen gobierno,O,Apoyo a la función pública y al mejoramiento de la gestión,1,Actividades de apoyo a la función pública y buen gobierno,37204,Pasajes terrestres nacionales para servidores públicos de mando en el desempeño de comisiones y funciones oficiales,1,Gasto corriente,1,Recursos fiscales,2,Baja California,0,21554.0,21554.0,21554.0,21554.0,0.0,21554.0
2015,11,Educación Pública,D00,Instituto Nacional de Antropología e Historia,2,Desarrollo Social,4,"Recreación, Cultura y Otras Manifestaciones Sociales",2,Cultura,8,Fomento y promoción de la cultura,E,Prestación de Servicios Públicos,11,Impulso al desarrollo de la cultura,37104,Pasajes aéreos nacionales para servidores públicos de mando en el desempeño de comisiones y funciones oficiales,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,3674604.0,1327873.32,1327873.32,1327873.32,0.0,1327873.32
2015,11,Educación Pública,B00,Instituto Politécnico Nacional,2,Desarrollo Social,5,Educación,4,Posgrado,6,Educación de postgrado de calidad,E,Prestación de Servicios Públicos,10,Prestación de servicios de educación superior y posgrado,32701,"Patentes, derechos de autor, regalías y otros",1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,1897646.0,2116437.6,2116437.6,2012709.6,103728.0,2116437.6
2015,17,Procuraduría General de la República,A00,"Centro Nacional de Planeación, Análisis e Información para el Combate a la Delincuencia",1,Gobierno,2,Justicia,2,Procuración de Justicia,4,Investigación del delito federal,E,Prestación de Servicios Públicos,3,Investigar y perseguir los delitos relativos a la Delincuencia Organizada,33602,Otros servicios comerciales,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,0.0,1931.4,1931.4,1931.4,0.0,1931.4
2015,9,Comunicaciones y Transportes,646,Centro SCT Sonora,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,62903,Servicios de supervisión de obras,3,Gasto de obra pública,1,Recursos fiscales,26,Sonora,14096460002,980000.0,0.0,0.0,0.0,0.0,0.0
2015,6,Hacienda y Crédito Público,310,Unidad de Política de Ingresos Tributarios,1,Gobierno,5,Asuntos Financieros y Hacendarios,2,Asuntos Hacendarios,3,Política de ingresos equitativa y promotora de la competitividad,P,"Planeación, seguimiento y evaluación de políticas públicas",1,Diseño de la política de ingresos,35901,Servicios de jardinería y fumigación,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,26179.0,17353.0,17353.0,17353.0,0.0,17353.0
2015,9,Comunicaciones y Transportes,626,Centro SCT Colima,3,Desarrollo Económico,5,Transporte,2,Transporte por Agua y Puertos,4,Puertos eficientes y competitivos,G,Regulación y supervisión,2,"Supervisión, inspección y verificación del transporte terrestre, marítimo y aéreo",37204,Pasajes terrestres nacionales para servidores públicos de mando en el desempeño de comisiones y funciones oficiales,1,Gasto corriente,1,Recursos fiscales,6,Colima,0,14300.0,3706.0,3706.0,3706.0,0.0,3706.0
2015,22,Instituto Nacional Electoral,300,Juntas Distritales Ejecutivas,1,Gobierno,3,Coordinación de la Política de Gobierno,6,Organización de Procesos Electorales,1,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",R,Específicos,2,Organización electoral federal,27501,"Blancos y otros productos textiles, excepto prendas de vestir",1,Gasto corriente,1,Recursos fiscales,24,San Luis Potosí,0,55455.0,54468.01,54468.01,54468.01,0.0,54468.01
2015,4,Gobernación,811,Dirección General de Programación y Presupuesto,1,Gobierno,3,Coordinación de la Política de Gobierno,2,Política Interior,2,Servicios de apoyo administrativo,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,33401,Servicios para capacitación a servidores públicos,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,236525.0,0.0,0.0,0.0,0.0,0.0
2015,6,Hacienda y Crédito Público,AYB,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,2,Desarrollo Social,6,Protección Social,7,Indígenas,16,Promoción y coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas,P,"Planeación, seguimiento y evaluación de políticas públicas",13,Planeación y Articulación de la Acción Pública hacia los Pueblos Indígenas,37104,Pasajes aéreos nacionales para servidores públicos de mando en el desempeño de comisiones y funciones oficiales,1,Gasto corriente,1,Recursos fiscales,18,Nayarit,0,0.0,200663.0,200663.0,200663.0,0.0,200663.0
2015,17,Procuraduría General de la República,SKC,Instituto Nacional de Ciencias Penales,1,Gobierno,2,Justicia,2,Procuración de Justicia,4,Investigación del delito federal,E,Prestación de Servicios Públicos,13,Promoción del Desarrollo Humano y Planeación Institucional,14404,Cuotas para el seguro de separación individualizado,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,1520846.0,1361389.84,1361389.84,1361389.84,0.0,1361389.84
2015,21,Turismo,211,Dirección General de Innovación del Producto Turístico,3,Desarrollo Económico,7,Turismo,1,Turismo,8,"Desarrollo de destinos turísticos diversificados, sustentables y competitivos",F,Promoción y fomento,4,Desarrollo e innovación de productos turísticos sustentables,15401,Prestaciones establecidas por condiciones generales de trabajo o contratos colectivos de trabajo,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,138562.0,138944.6,138944.6,138944.6,0.0,138944.6
2015,35,Comisión Nacional de los Derechos Humanos,116,Quinta Visitaduría General,1,Gobierno,2,Justicia,4,Derechos Humanos,3,Proteger los derechos humanos eficaz y eficientemente,E,Prestación de Servicios Públicos,3,"Proporcionar servicios de atención al público en general, en oficinas foráneas, así como, atender asuntos relacionados con las personas migrantes",34199,"Servicios financieros, bancarios y comerciales",1,Gasto corriente,1,Recursos fiscales,8,Chihuahua,0,0.0,9048.0,6728.0,6728.0,0.0,6728.0
2015,13,Marina,115,"Fuerzas, Regiones, Zonas y Sectores Navales",1,Gobierno,6,Seguridad Nacional,2,Marina,3,Soberanía y seguridad nacionales en las zonas marinas mexicanas,A,Funciones de las Fuerzas Armadas,1,Emplear el Poder Naval de la Federación para salvaguardar la soberanía y seguridad nacionales,21201,Materiales y útiles de impresión y reproducción,1,Gasto corriente,1,Recursos fiscales,14,Jalisco,0,0.0,12726.0,12726.0,12726.0,0.0,12726.0
2015,35,Comisión Nacional de los Derechos Humanos,107,Coordinación General de Comunicación y Proyectos,1,Gobierno,2,Justicia,4,Derechos Humanos,4,Promover y divulgar la cultura de los derechos humanos eficiente y ampliamente,E,Prestación de Servicios Públicos,17,Ejecutar el programa de comunicación social,35199,"Servicios de instalacion, reparacion, mantenimiento y conservacion",1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,82000.0,82000.0,0.0,0.0,0.0,0.0
2015,17,Procuraduría General de la República,338,Delegación Estatal en Nayarit,1,Gobierno,2,Justicia,2,Procuración de Justicia,4,Investigación del delito federal,E,Prestación de Servicios Públicos,2,Investigar y perseguir los delitos del orden federal,31801,Servicio postal,1,Gasto corriente,1,Recursos fiscales,18,Nayarit,0,175021.0,252766.54,252766.54,252766.54,0.0,252766.54
2015,22,Instituto Nacional Electoral,200,Juntas Locales Ejecutivas,1,Gobierno,3,Coordinación de la Política de Gobierno,6,Organización de Procesos Electorales,1,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Gestión Administrativa,52301,Cámaras fotográficas y de video,2,Gasto de capital diferente de obra pública,1,Recursos fiscales,12,Guerrero,0,0.0,10558.56,10558.56,10558.56,0.0,10558.56
2015,17,Procuraduría General de la República,SKC,Instituto Nacional de Ciencias Penales,1,Gobierno,2,Justicia,2,Procuración de Justicia,4,Investigación del delito federal,E,Prestación de Servicios Públicos,10,Investigación académica en el marco de las ciencias penales,35901,Servicios de jardinería y fumigación,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,329280.0,320559.75,320559.75,320559.75,0.0,320559.75
2015,38,Consejo Nacional de Ciencia y Tecnología,90X,Consejo Nacional de Ciencia y Tecnología,3,Desarrollo Económico,8,"Ciencia, Tecnología e Innovación",1,Investigación Científica,2,Servicios de apoyo administrativo,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,12201,Sueldos base al personal eventual,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,10751953.0,11396466.0,11396466.0,11396466.0,0.0,11396466.0
2015,12,Salud,NDF,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,2,Desarrollo Social,3,Salud,2,Prestación de Servicios de Salud a la Persona,18,Prestación de servicios del Sistema Nacional de Salud organizados e integrados,E,Prestación de Servicios Públicos,23,Prestación de servicios en los diferentes niveles de atención a la salud,14302,Depósitos para el ahorro solidario,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,273816.0,914956.06,914956.06,914956.06,0.0,914956.06
2015,12,Salud,I00,Centro Nacional de la Transfusión Sanguínea,2,Desarrollo Social,3,Salud,4,Rectoría del Sistema de Salud,14,Sistema Nacional de Salud organizado e integrado,P,"Planeación, seguimiento y evaluación de políticas públicas",13,Asistencia social y protección del paciente,31101,Servicio de energía eléctrica,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,780000.0,640983.0,640983.0,640983.0,0.0,640983.0
2015,9,Comunicaciones y Transportes,644,Centro SCT San Luis Potosí,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,35201,Mantenimiento y conservación de mobiliario y equipo de administración,3,Gasto de obra pública,1,Recursos fiscales,24,San Luis Potosí,11096440004,1200.0,0.0,0.0,0.0,0.0,0.0
2015,9,Comunicaciones y Transportes,636,Centro SCT Michoacán,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,24601,Material eléctrico y electrónico,3,Gasto de obra pública,1,Recursos fiscales,16,Michoacán,46054,900.0,0.0,0.0,0.0,0.0,0.0
